pdx,condition,n_cells,max_h0,max_h1,n_h1
YU-003,residual,1500,29.234146118164062,3.849271774291992,1545
YU-003,untreated,1500,20.70208740234375,2.790079116821289,1534
YU-006,residual,1500,28.438154220581055,6.078269958496094,1122
YU-006,untreated,1500,15.644234657287598,2.813671112060547,1494
