group,n_seeds,mean_max_H1,sd_max_H1,cv,values
osi_D14,5,3.4889753341674803,0.44640407937194887,0.12794704364926882,"[3.776, 2.865, 3.044, 3.983, 3.776]"
osi_D0,5,1.4515302658081055,0.17994908060069897,0.12397197966830993,"[1.71, 1.23, 1.413, 1.303, 1.602]"
pdx_YU006_residual,5,5.870206069946289,1.381948080069958,0.23541730283458387,"[4.652, 7.456, 5.982, 3.984, 7.277]"
pdx_YU006_untreated,5,2.8692037582397463,0.25620220676380867,0.08929383492826194,"[2.823, 3.305, 2.97, 2.673, 2.574]"
