gene,connectivity_raw,connectivity_variance_normalized
UBE2Q1,0.04700736134211114,0.07479033855699828
GNA15,0.01558668516388886,0.07477933399374188
EME1,0.013881158091274756,0.07476249946006538
ATP5J2,0.0845037119109804,0.07474916395405212
CTF1,0.01470146309976915,0.07474622979284062
RPL21P3,0.014272742120284438,0.07474536775408108
HOMER1,0.024090945558593355,0.07473423973708473
ALYREF,0.04712042767607704,0.07471123084496836
SYCP2L,0.020790805709678086,0.07470631838493165
SCYL2,0.03811717462896247,0.07469413941567808
RP11-465B22.3,0.016497944606395906,0.07468365062912008
AC007246.3,0.02908131747647745,0.07467916859586088
ANAPC15,0.044900408246377796,0.07467497787473154
UBA3,0.04811441077819736,0.0746647853931041
DIDO1,0.03437707380706319,0.07465891631220085
RTKN,0.024950587034306502,0.07465738645627497
HSCB,0.018315750225507264,0.0746481651649193
EEF1A1P3,0.021194547982057044,0.07464258270471133
STAG3L5P-PVRIG2P-PILRB,0.02458584324578944,0.07463969233022265
SCARA3,0.0198762313666026,0.0746344234528467
PFKFB3,0.022900498486715947,0.07462604778466136
ZNF786,0.016160315463609392,0.07462554546054086
JOSD2,0.028134806201945837,0.0746203361018238
TRMT1L,0.0258158968443736,0.074617616467578
SF3A3P1,0.006745536518514278,0.07460965148289134
RP11-182B22.2,0.019475049237302176,0.07459717324442965
TCEB2P1,0.010179483334905513,0.07459191486675021
GORASP1,0.019423242301295843,0.07458605435452115
PDLIM3,0.011938110551082058,0.07456929357703408
ZNF580,0.032971813271922536,0.07456763593174826
CHST14,0.02160304276757626,0.0745675846843149
RPF1,0.043380827618285475,0.07456625701212542
PHKA2,0.024888080147802222,0.0745653051612006
F2RL2,0.007740589191745853,0.07456490327556631
FAM195A,0.041730381968797754,0.07455985290697953
PHF10,0.02540610166916144,0.07455460324295923
LINC00094,0.023152687820466013,0.07455336618066888
TIMM22,0.02654101852046479,0.07454574004798256
MOB3C,0.024916386220383856,0.07454318440260327
CLCF1,0.02704251272430394,0.07453610883287473
XPO5,0.022566704721494565,0.07453509936277596
GLRX3,0.04363517069152065,0.0745340700759562
C4BPB,0.02064475370539361,0.07450613908262013
ANKRD49,0.028060334777037843,0.07449285142037594
RP1-22N22.1,0.010674579029764795,0.07449264063630924
ABHD10,0.032478620392542,0.07448719023523648
MED20,0.026185210325700096,0.07448578517020438
IFNAR2,0.021016004942940012,0.07447792223973147
GAPDHP68,0.02159741495050272,0.07447011455802346
LINC00969,0.03760014989500059,0.07446121795192857
RP11-212P7.1,0.012721077879013292,0.07445862911575753
SOCS6,0.029039961962696648,0.0744528609177922
TRAF5,0.016968180955388285,0.07444528209198745
GNPDA2,0.01985735964868281,0.07444456081905793
MYD88,0.02796067794839352,0.07444188911480452
RER1,0.04626545837284512,0.0744364373208632
CASC5,0.030644577216891348,0.07442959130093972
B3GALT6,0.026672198760679673,0.07442265035892266
CBR3,0.02288961652628343,0.07442186500327592
ALG5,0.03198027478076421,0.07441970436529267
PIGC,0.028947631683501965,0.07441791098876359
ABCG2,0.025952181676915518,0.07441557071631981
POMGNT2,0.019941341093938258,0.07440923583864112
BUB3,0.04636210097819263,0.07440097389944064
RP6-105D16.1,0.008944408128571137,0.07439865574068476
KRT18P20,0.01999650253356516,0.07437060448201152
C12orf45,0.03438170637142731,0.074365649319157
RP11-227H15.7,0.017717115745647355,0.07436423944746208
FUZ,0.019879542529218298,0.0743532129629869
NUP54,0.025739841198613254,0.07433115514178895
SDAD1,0.03835405869742464,0.07433065571990004
KRT18P17,0.024782058555584713,0.07431704517046178
IVD,0.03967497000922807,0.07430978474871368
RGL1,0.019236083069650353,0.07430405486286457
KRT4,0.009551822594705687,0.07430201513600301
RP1-125I3.4,0.007033406930926866,0.07429822469997535
C17orf85,0.04862388522749771,0.07428614862572167
RHBDD1,0.014448119574343566,0.07428401165637412
TACC3,0.04621103374549598,0.07428339293909106
MFAP3L,0.019065735769223227,0.0742770011412052
RFC4,0.0424803468664028,0.07426956515280589
ANAPC2,0.021564012361699265,0.07426721049076355
NUP155,0.040760808655350166,0.07426686001970685
RPL19P11,0.009417986227572978,0.07425253398154237
TMCC3,0.022389234216500107,0.07425070035870913
BACH2,0.006617460132688588,0.07424873419556789
TRAPPC2P1,0.02804298783993737,0.0742429557663498
CCZ1,0.03132439816508627,0.07424244365669448
C1orf109,0.022047451448472966,0.07423818137757555
RPS17P5,0.019592008588267054,0.07423772496240306
LSM3,0.07023261549276692,0.07423606499735795
CLDN12,0.027762773955135746,0.07423011390308715
TRIM4,0.03198458013244424,0.07422568901795906
RP11-110J1.2,0.008850369522668405,0.0742211017902006
CHAF1B,0.019380477781931128,0.07421736469850664
KDM6A,0.01858038925404333,0.07421600918414073
IFI27L1,0.011535050953978344,0.07421157764869835
TULP4,0.022635549175180115,0.07420856819407702
SYPL1,0.05729944417462067,0.07420689374066632
KAL1,0.006981820450560079,0.07420454705596213
RRP7A,0.0416893565800626,0.07419764996587946
SLC25A23,0.022519227124897498,0.07418125126331052
GMPS,0.04379486576239322,0.07417937098191273
CUEDC1,0.03417528184152314,0.07416502862945858
TMED7,0.03803298819397356,0.07416241617530159
RP11-796E2.4,0.008737015510693365,0.07415951413617176
AXIN1,0.025033717279852367,0.07415532650467817
TCTN3,0.02240080372724786,0.07414571289542903
ERCC4,0.029820674084466304,0.07413171852712806
NOL11,0.03459875789084133,0.07412892673227918
RHNO1,0.03056805130577995,0.07412662581470368
ATXN1,0.031126127842330025,0.07412237490139229
NAGLU,0.02131972569316362,0.07412166418387402
RNASET2,0.029768999243050022,0.07412151513174227
AC018738.2,0.00623462394634572,0.07410750329940194
EMC8,0.040880515477553586,0.07409639072551928
RPL10AP2,0.01907602138437437,0.07409230681461675
STT3A,0.03695829146820862,0.07409189633371716
RNF166,0.025264120705673923,0.07408123971409412
SPRTN,0.02054552652858537,0.0740648104697162
NUP133,0.025339298613779728,0.07405945968660345
RP1-140K8.2,0.01077080790756269,0.07405271296554645
ORMDL1,0.0339364711623221,0.07404214082213587
ZNF767,0.011856312222176065,0.0740419202601318
ZZEF1,0.021512249369430022,0.07403950829800905
HLTF,0.029695649360978304,0.07403667833349642
GAPDH,0.08397878010527444,0.07402798913819379
IRF2,0.030304781429059322,0.07401977241403955
SLC16A13,0.008706595165557517,0.07401500782093007
RPS3AP12,0.019002638217808843,0.07401492436531042
DTNB,0.025511308782749806,0.07401207213389435
LEMD3,0.02464368507863712,0.07399378691620766
PHF15,0.026443491990593808,0.07398368094058203
CCDC59,0.053684558575044755,0.07397950286669928
THEM4,0.03147641552155071,0.07397506589147203
BTBD1,0.023358906028547878,0.07397316119688696
ANKS1A,0.022089546902154596,0.07397147064951308
TRAPPC6B,0.02496714969776586,0.07396188047084575
CD3EAP,0.04602794951419292,0.07396136086502503
SAE1,0.04795143746199209,0.0739595908025833
ZDHHC13,0.02978161661135429,0.0739549535987006
MMAA,0.010351454647907507,0.07395033508964657
MRPS31,0.0370546303218437,0.07394701552423467
RP11-846F4.6,0.013934991954946746,0.07394580996863134
MACROD1,0.017899828357083872,0.07394312503465902
REST,0.04247241458627012,0.07393729180239399
FOXRED2,0.025515584243470352,0.07393224223850536
DHPS,0.03638045838764944,0.07390209534449248
PDE6D,0.029558401218001976,0.07389993954482814
AFG3L1P,0.030031927360473727,0.07389485770690854
ABCA7,0.02226416778799468,0.07389028843449218
CEP250,0.02902379148797386,0.07388839393064005
PPIAP13,0.01443825515505005,0.07387567226940235
MLLT11,0.04263156233070498,0.07387156790612426
ATP6V1E1,0.04280000457060248,0.07386864646306904
PLOD1,0.030006965555194928,0.07385645801724422
PLCG1,0.01796940780978556,0.07385105032405426
DNAJC16,0.020622085696333205,0.07384455967808483
FOSB,0.02099868462229164,0.07384408689290792
MRPL9,0.042143626426005346,0.07383697094518582
GGCX,0.022163550837318725,0.07383652793194144
BCAS2,0.04452540618598583,0.07382947806190424
TRIQK,0.030665325630205492,0.07382868679099792
FAM193B,0.023484068873948098,0.07382313163354638
UGDH,0.04685100205977055,0.0738211091503977
CERK,0.02827399798917738,0.07381824062115315
HIST1H2BJ,0.015569099403011159,0.07381388320151354
COX6CP1,0.016887996935828212,0.07379400262129218
C1orf131,0.03364805267892023,0.0737927903393999
MAGOHB,0.06260293589450323,0.07378959114822217
NFATC3,0.026752189065144226,0.07378772908048027
NUBP1,0.03100528083311142,0.07378202340458624
NME1,0.07229185566295984,0.07378147156525436
DVL2,0.03182737769357693,0.07377554627197443
TPBG,0.03604962836310298,0.07377131041177351
NUDT22,0.031146189378970825,0.07376809710450596
TPP2,0.03592240936005707,0.07376050945044699
PPIL2,0.019461244952508498,0.0737418625465791
ARFIP1,0.03753043586587031,0.07374127187913652
RPL3P12,0.016010531994819964,0.07373614199991375
PTGES,0.012385682745461233,0.0737214332166616
NUFIP1,0.028756306000828825,0.07371501954820674
SKA2,0.038751677326974536,0.07370562764722917
FAM83A,0.037157732722388086,0.07369785583157024
CC2D1B,0.0189951658869361,0.07369443821834108
RP11-438N16.1,0.025483445011783342,0.07369372427190023
PI4KB,0.026312166669188834,0.07369277305662997
RP11-215G15.5,0.022111791694431705,0.07369235346383744
ZNF865,0.01843699800733155,0.07368499441749786
LARP1B,0.04537754232870487,0.07367775998477787
ZNF714,0.012756693528307935,0.07366436545659213
TP53INP1,0.013611484488648351,0.073663311507135
SLC22A5,0.020285342215357143,0.07365426548802877
C12orf66,0.014250989504447201,0.0736527166992203
LA16c-380H5.4,0.029045368521331848,0.07364535615364765
ALAS1,0.037550428341554996,0.07364275117792862
PEMT,0.03416770702717987,0.07364030438649419
POLE4,0.0472126915179735,0.07362581710986424
GJC1,0.032537883840232866,0.07362309900536008
CASC3,0.030062330085189062,0.0736230858769407
TANC1,0.0193684615301162,0.07362207156472429
MTHFR,0.018944537127802034,0.07361928970862577
COQ4,0.03771697784021223,0.07360791417461124
MIR503HG,0.020977678518162384,0.07359236288362421
ATAD2,0.0492091860639895,0.07358639613857568
VMA21,0.05165993886728176,0.07358610960271876
RPL9P18,0.015409245618563943,0.07358526406565302
PPIH,0.03909813933819026,0.07358380787474698
CTD-2311A18.1,0.007986067193430512,0.07356963771123776
SOAT1,0.03356448652629217,0.07356511154683734
PIP4K2C,0.026905171426277758,0.07355360943066838
VWDE,0.025449468771326225,0.07355290813400663
HILPDA,0.026061791919024926,0.07354805724382563
ELP3,0.0208739106708607,0.07354579625852573
MRTO4,0.049881780597322414,0.07354379961435524
TANK,0.0331582655353987,0.07353097502266283
TNFSF10,0.033707951765981035,0.07352741850751504
TOMM40,0.041090768071196666,0.07352512377807471
CWF19L1,0.016156488982675677,0.07351956254644997
MKRN2,0.018456014051759916,0.07351399361479452
RPL23AP2,0.02635471981694956,0.07349921589721067
RP11-812I20.2,0.011785778639310076,0.07349768148280585
C10orf10,0.019758638275634018,0.07349738128164202
TXNL1,0.04907220289019968,0.07348808025425892
CDC42SE2,0.03326064371519718,0.07348661310084412
HIVEP1,0.024720633330290856,0.07348654584301968
CA5BP1,0.014450125072093175,0.07346512293183503
GTPBP2,0.02422457497331417,0.0734624003853464
LAP3,0.037459721726718034,0.0734611709534433
PAPSS2,0.03746823323251113,0.07345907064946147
ITGB3BP,0.046612345872486145,0.07345367968525614
KB-1562D12.1,0.022034744835280787,0.07345176668980752
C2orf69,0.028348761539143983,0.07344965435903872
RP11-356J5.12,0.013932895102746465,0.0734475579474914
INPP5K,0.02548544116971608,0.07344059013007531
SNX14,0.04083876788899819,0.07342843165371711
MAFK,0.032279934412480046,0.07342743541333725
FLYWCH1,0.023585667108127976,0.07342393109783844
AP4E1,0.0196223174285759,0.07342255210730593
TRUB1,0.020548182440241692,0.0734164449611057
SREBF1,0.044342909679373946,0.07341201049304187
DDX51,0.022525235498988813,0.07340794684204578
GID8,0.041597766466160195,0.07340604118005019
WDTC1,0.021526753507367127,0.0734050230741663
WDR19,0.016261617072498936,0.07340364767090347
RP11-791G16.2,0.0164800195933847,0.07340299120814844
TRMT10A,0.02190092694265027,0.07340194804582524
RPS3AP5,0.022046241658549175,0.07339868865233551
RP11-558O12.1,0.017101553894888374,0.07338770170506777
DPY30,0.05481068319929124,0.07338363860615413
TBK1,0.029035906152284366,0.07338120588522473
ADCY7,0.020516526432648393,0.073362271024774
RNF216P1,0.023445910976137296,0.07335571548632422
TBC1D7,0.028472965495834376,0.07333954498121156
CTA-351J1.1,0.014905252251432187,0.07333591934939293
NMRAL1,0.04349362721538803,0.07333067881056113
RP11-277B15.1,0.020179389924682135,0.07332381778311195
FBXW9,0.01783864084633737,0.07330923936222784
CROCCP2,0.02712736835413284,0.07330486083176573
POMGNT1,0.029118937154678486,0.07330346095326966
AP2A1,0.03519297084238641,0.0732972792708736
TIMM9,0.03620897917258018,0.07329393147581455
TBCE,0.019399654310143455,0.07329032746891356
POGK,0.02207090973570426,0.07328905909747027
DCAKD,0.021161763234295704,0.07328267588978475
RSBN1L-AS1,0.01617117518879458,0.07328047327327533
CNNM4,0.02317223505431661,0.07327706047177396
PLAU,0.05361830666509313,0.07327422876490937
CSNK1G1,0.0274893629518518,0.07327290001894486
NMU,0.032942382354139876,0.0732448736900865
KIFAP3,0.021740821309838468,0.07323992663625954
PI4K2B,0.028099681207065595,0.07323517797756648
LINC00665,0.021476889121581064,0.07323483983972784
ANKH,0.02865584852094151,0.07323417334958536
CCNG1,0.03389743524575055,0.07323025935851822
IDUA,0.011603333440911275,0.07321937448065918
MON1B,0.03391861260180405,0.07321885677926966
MYL6P1,0.007899760612413886,0.07321670828710033
FANCI,0.0436078786120619,0.0732063751979234
AC007382.1,0.009332948681511577,0.07320601655705943
RB1,0.029255489096359524,0.07319739215800261
RBM22,0.04829854784086397,0.07319631199096029
LRIG2,0.01638149111490522,0.07318578548045648
PCNX,0.02731106933244307,0.07317823747250192
DIP2A,0.025173522785235068,0.07317239455346912
MBD1,0.019586207245094772,0.0731712209781281
PSMD14,0.05635910023847135,0.07316928381704295
POLRMT,0.021521303845780954,0.07316236958707943
RPL13P4,0.005403784520919027,0.07315583357917946
C12orf52,0.018212287817821464,0.07314970771282567
NUDT5,0.047904199985806264,0.0731479146781825
MYO5B,0.024998468101875542,0.07314757863977667
PIK3R3,0.02893030009328063,0.07314679504737491
AC020983.5,0.007542058853350231,0.07314589011839343
OTUD4,0.034903534774793236,0.07314156266315545
SPRYD7,0.036538183055995356,0.07314049841026965
TRAFD1,0.025984736981236312,0.07313762375113715
PELI2,0.017268328027790863,0.07313751901375203
USP19,0.020687720124856052,0.07310419633508458
KMT2D,0.018072384062022436,0.073094757376359
VAPB,0.04874484207579913,0.0730901863565257
PRKACB,0.021385666497056782,0.07308838689189473
OGFRL1,0.02703397631402084,0.07308689095105224
SIDT2,0.012248783906064497,0.07308004592892915
RNF126,0.0334844851599187,0.07307346615963124
TMEM120B,0.022519633589270647,0.07306971517977141
METTL8,0.031594836807105106,0.07306664635096173
PPP2R5A,0.026070962423860096,0.07306509932476513
ATP5LP2,0.009435590179314182,0.07305760405081457
ZNF274,0.022960830482392794,0.07304232912980156
UBAP2L,0.041222358392178,0.07304225298800815
RASSF2,0.017555192497860892,0.07304159829926118
FAM122A,0.017578442280264957,0.07304095619191611
GFPT1,0.041812608126148246,0.07302768825269086
CTD-2666L21.3,0.024140334801455894,0.07302574478064484
RPS3AP42,0.008985885306888904,0.07301877233384013
GNA13,0.017835112254405653,0.07301523148972999
STAP2,0.02733293242555018,0.07301108114659421
SMCHD1,0.04878763290265237,0.07299647753251644
UBXN11,0.013874315399040906,0.07298649256931204
AC097523.2,0.012729043709551049,0.07297483896982257
VWA9,0.02892816480044035,0.07297138271082185
RP11-459A10.1,0.015547486843907209,0.07294609257349913
THOP1,0.025286652466863454,0.07294543890787743
CSAD,0.025222254834719696,0.07294255369459991
C19orf82,0.014781195062569094,0.0729384993834207
HDAC1,0.05856084489319942,0.0729313591415383
KLHL7,0.03141224286047315,0.07292977297573491
RP5-857K21.7,0.013909196272178381,0.07291897130531166
RCAN1,0.014447206554061941,0.07291674089221059
BTN2A1,0.03248531145963598,0.07291600648073174
COMMD10,0.01975816237043151,0.07291497973906273
TTC19,0.04405431138930233,0.07291440759202368
RPL36AP26,0.014649275249664188,0.07289089886490623
CHERP,0.02569740685494395,0.0728855947707479
PITRM1,0.04209562324185018,0.0728795026877881
C9orf69,0.03258652732860143,0.07286924526936177
CLASRP,0.026309373192767722,0.07286607189943481
GOT2,0.041448149250163095,0.07286085850381267
NET1,0.053459802577886184,0.07285009854347183
AC022210.2,0.011502547327613927,0.0728489932541455
SMIM7,0.04817131205248557,0.07283926015196812
DTYMK,0.07884424276533457,0.07283669383974808
HNRNPLL,0.029141147517777074,0.07282689833705884
TTC37,0.04360132625441743,0.07282360484614654
ALDH1B1,0.014939629817843681,0.07281879352356284
GTF2F1,0.046345687911350006,0.07281268823114405
NDUFS1,0.03701271241331976,0.07281159366943818
MED7,0.02211538211453293,0.07280942652295999
EMP1,0.08591909290251483,0.0727971125467548
ODF2,0.02677792915472929,0.07279286151188397
RPL9P3,0.021379112954207784,0.07278879453826323
PODXL,0.03752703306263276,0.07277811888445809
BTBD11,0.019369579598378518,0.0727659449649862
MMAB,0.04354396292257277,0.07276001991989012
RPS10P2,0.013639297521211596,0.07275502901349563
CHUK,0.016455521638664074,0.07275312784413429
ARHGEF19,0.022784261877523807,0.07275083944718097
CTNNBL1,0.04489105609628637,0.07274439562185535
KIAA1009,0.024719891123813,0.07274330457017829
RP11-274B21.1,0.018187381828584936,0.07274305585450173
RAD18,0.031044016690338492,0.07273768211691498
SNX4,0.0343175014312538,0.07273457973770023
RPL35P2,0.028716569577731867,0.07273122799955688
MORN4,0.013917654732471417,0.07272609312626717
DHX30,0.03383373852533033,0.0727254816417707
DRAM1,0.0169526735874036,0.0727192360798896
SNAP47,0.033548087990867455,0.07271737276616345
HPRT1,0.041063319357336175,0.07269880541566731
TMEM5,0.026224727805053027,0.07269774548542249
ZNF740,0.019784632363666246,0.0726904501970085
SIN3A,0.037692158745714466,0.07268141842906473
HTRA3,0.02021913209146257,0.07267811513530568
NOL9,0.02802351818633355,0.07267604962518068
EEF1DP5,0.01540151578301398,0.07267212527370388
SRP19,0.04259594517204731,0.07267036302652106
USP53,0.032570498419974954,0.07266884633953437
ANXA7,0.056018782170510956,0.07266549368463027
MOSPD2,0.024386288361392162,0.0726627285872731
CKB,0.03579963736089211,0.07266074909311343
TPPP3,0.015765671515083898,0.07266073408052275
SLC35E3,0.02288137014669111,0.07265724588177952
NAV1,0.02836314802020687,0.07265282898918453
SIRT2,0.024124382893136374,0.07265009157192456
ETNK1,0.04133694025831592,0.07262469314540186
PDCL,0.030652264481312884,0.07262294024816587
PNPLA6,0.028578799286316563,0.0726190464055757
ADPRHL1,0.01669101902289426,0.07259571781213554
RGS9,0.0032472949567485796,0.07259001793057476
BCKDK,0.02319687618073114,0.07258896100164514
ADAP1,0.024077283351458634,0.0725643205691324
HERC1,0.029642499780711633,0.07256399223708847
TVP23B,0.022528835446311048,0.0725595962831068
TSGA10,0.022736751820757874,0.07255817168879111
NAT14,0.029336416158118595,0.07254956864240945
NCAPD2,0.05058798925314202,0.07253994026368853
ARMC9,0.019840811144365575,0.07253841564494845
H2AFX,0.03999500575821713,0.07253165572202992
WDR41,0.019480424843865297,0.07252790002414436
PRIM2,0.017626270241554217,0.07252782326948878
RP5-956O18.3,0.00694822434672768,0.07252657863252589
DMWD,0.020141366724859364,0.07251870516690163
MPV17,0.022109477623111936,0.07251798612256183
PCNXL2,0.017565159444943485,0.07251653630339637
MFSD12,0.030321779581740305,0.07251600444033225
ATP11C,0.022505426405847358,0.07251101862930424
RP11-121L10.3,0.013456703192173907,0.0725097965200911
DNMT1,0.06108970566317794,0.07250265055858383
RPS3AP9,0.0033834823290105178,0.07250152044074216
PHF5A,0.040697586082585564,0.07249577434633477
RFT1,0.01864291609528922,0.07249404087834906
FAM149B1,0.01581870491618327,0.07249204533834347
RP6-11O7.2,0.01679995495960228,0.07248921312498123
CTPS1,0.04532611390853074,0.07248859307307681
KIF9,0.034384912592792576,0.0724872112031051
LCA5,0.018429275710999275,0.07248579710215472
SLC25A40,0.02260410338437614,0.07248182401294047
MAST2,0.025144864747428636,0.07248177547020461
FNTA,0.028390479241804878,0.07247987431097322
DNAJC11,0.03378864001915781,0.07247185625039664
RPS21,0.0994314961008763,0.07246723330189062
RNASEH2C,0.033157551272396814,0.07246406558194507
CASC10,0.01245819273285117,0.07245522336356904
MYCBP,0.036994227619093344,0.07245248240082544
DPP8,0.029807362768781338,0.07244944971568887
CCDC85C,0.015504294536617806,0.07244397998666537
TRIM17,0.016352498188442637,0.0724400202841843
POLR2M,0.019923261315501685,0.07243845499874701
MPPE1,0.023724161339182988,0.0724336315189532
WRNIP1,0.03757547608935695,0.07242517232043981
DHX36,0.0653516385808111,0.07241983156598077
RPS3AP25,0.014094021351138075,0.07241582135048795
GAPDHP72,0.013597024162758944,0.07240011313592067
HMGN2,0.08254559142584707,0.0723966122658722
SGTB,0.02257122920938773,0.07239578306715477
SLC2A3,0.009831728946789846,0.07239491914422394
NOLC1,0.05465252663025963,0.07239351922520806
C19orf24,0.04036755799072118,0.0723924258790966
PRMT5,0.029046543682010543,0.07238718906808758
ZNF787,0.02786512541718259,0.07237752074696109
AC078994.2,0.016811332002505,0.07236866695511349
INTS2,0.020784409961110473,0.07235932414990393
MESDC1,0.01744668235094429,0.07235050602562164
C16orf72,0.030443677444449094,0.07234471531383527
ALDH18A1,0.02201116831123545,0.07233877630966364
METTL2A,0.023408834359663674,0.07233497344418337
SLC25A46,0.02844403292110062,0.07231496431485558
GCC1,0.0262560848473368,0.07231431012247631
PRR5,0.015718010328279557,0.07231283167606305
RRS1,0.025476647782779565,0.07230447391763502
CHMP4BP1,0.01669752107012604,0.07229349287613
RP11-423E7.1,0.009915515580382337,0.07228961690277733
MAD2L1BP,0.029391558548368456,0.07228561354526283
UPF3B,0.06608338081698933,0.0722843004196862
APBB2,0.02461379339486705,0.07228346701323946
LIPH,0.03483270684081142,0.07227774554981332
RCL1,0.016772600327682366,0.07227283099794128
PPP6R2,0.033833024981555125,0.07226847538649833
RPS4XP16,0.022389939798132082,0.07226653360108953
ATXN3,0.015136561826894592,0.0722663179698402
ILVBL,0.025519163976470926,0.07226429639585483
RFWD3,0.026801147979996304,0.07226078875519887
PLEKHA8,0.02460031653042151,0.07225159663557601
COPS3,0.042762466023196825,0.07224545719508489
SPPL2B,0.017948523320809748,0.07224497217292448
SYVN1,0.02782960257345442,0.07223243114901269
RP11-849F2.10,0.027572395210360118,0.07222958026108169
RPL3P9,0.009845257016882696,0.07222014754747226
RPL30P15,0.01138749749562434,0.07221064746460892
ZNF611,0.02084803051947737,0.07220562320027847
GID4,0.016846273294482243,0.07220484611130669
CCNA2,0.04721713836990515,0.07218857404328301
WDR33,0.04166180400379169,0.07218522303069756
GPS2,0.015581153697865419,0.07218362446709768
C5orf34,0.022907113037208243,0.07218316884206154
ZNF814,0.01230358858140126,0.07218018636097315
FAM168A,0.02639534270212328,0.07217799615365644
RPL7AP34,0.008984310272637878,0.07217462791381929
GUCD1,0.027262268991878776,0.07216951444512075
SLC9A2,0.02801268864840897,0.07216937311707833
FER,0.032190224547053094,0.07216842155105845
USP42,0.029624825681576837,0.07216822098178331
GPN1,0.02920047781809425,0.07215766907548678
AGPS,0.050157853316725884,0.0721498483261391
MXD4,0.03202099648363164,0.0721433940163119
MNS1,0.03830606841376491,0.07212063303454079
GLG1,0.0490728746783077,0.0721153825987447
MYC,0.04242792658705358,0.07211346447184165
MYO18A,0.023930088384551795,0.07209005017899721
RRP36,0.03753290544716701,0.07208987081804541
GTF2E1,0.02080583337879278,0.07208779657843321
TMEM51,0.01613784116204704,0.07208387044155216
SART1,0.04010775065357226,0.07208178776368894
OGDH,0.03314785724144902,0.07208026032882188
TIAM2,0.01760639909738428,0.0720752317187415
SFXN1,0.03549722611985184,0.07207475103220107
CMC2,0.0446691926161016,0.07207285209142943
RP5-857K21.11,0.013374949488244359,0.07207169048969313
RP4-775C13.1,0.01366655103340593,0.07206607424102618
CD2AP,0.05658242339426607,0.07206076472734287
RP11-403P14.1,0.0118133410758242,0.07205926129033499
LRRC16A,0.028908099490391973,0.07205754433417304
MKLN1,0.043979998098029154,0.07205477537223873
ADCK1,0.020813199809868267,0.07205294622177984
KIAA1143,0.03620838285262369,0.07204750117438735
GAR1,0.034484341933077325,0.07203347305656442
CEP57,0.04153922459023247,0.07201180121349203
ZNF789,0.022207982296201342,0.07199954822467024
ANGEL1,0.021278044967364487,0.07199223630287305
C1orf198,0.024131521471173967,0.07198511719460556
SULT1A2,0.027100151611136224,0.07198287523335782
RP11-250B16.1,0.011529254151557596,0.07198164934693835
LINC01006,0.005919211586515649,0.07197955761289694
EIF3J-AS1,0.023454554910808903,0.0719778942340576
AC091633.2,0.02408373147188442,0.07197572370924
AC093673.5,0.017397554698928855,0.07197485429587452
KIDINS220,0.026991265412498543,0.07197376714929442
CFL1P1,0.012049167097263155,0.0719714611667423
PPIAP29,0.016574938865764704,0.07196245193076248
MAST4,0.022208925161857657,0.07196199642728576
RPS20P4,0.008742898922947943,0.07195993223658717
KIAA0556,0.021710296590096444,0.07195889036076802
SEPP1,0.01592004472892516,0.07195574486847235
DENND4C,0.0230551970746548,0.07194568697973468
NFS1,0.02655574573010186,0.07194140207030025
CHST12,0.02343746468698306,0.07193970502456137
ACTR3C,0.015953309314843345,0.07193050062996768
PYGB,0.04607633805696369,0.07192250133512945
NPDC1,0.03713369777237453,0.07190445798906965
SNX22,0.01137658186575979,0.07190324231364303
PCNT,0.03172415051226872,0.07189737964373394
TCP11L2,0.016247772303347195,0.07189634203262511
RAB15,0.03468662319055307,0.07189535125229003
RLF,0.02368900876803758,0.07189272118214439
PCMT1,0.04122799874000368,0.07188876278136232
SLC37A3,0.02440091881984598,0.07187874916052024
ANKRD36C,0.02051014420250336,0.0718729912951072
ORC2,0.03141732419696006,0.07185938947895487
OR2A1-AS1,0.005318963006873223,0.07185434519150563
RP11-169K16.7,0.024652800509449093,0.07185291510548907
TPMT,0.027359753512833734,0.07185244262421074
B3GAT3,0.022788232558341677,0.07184311835681557
MRAS,0.009353426118576955,0.0718389446236178
RAP1GAP2,0.014581653053342363,0.07183719064247682
ZFYVE19,0.020140491177807203,0.07183558498411094
PRRG4,0.03633725834614075,0.07182148056399815
HDAC3,0.03418005142869956,0.07181930640252734
ARHGAP1,0.033087837501580335,0.07181915174853146
HRAS,0.026527143483012813,0.07181682718764512
CWF19L2,0.03514168641949737,0.07180713531437737
BBS4,0.014884972411766902,0.07178409281107619
PRR16,0.012441112322417512,0.07178399179011766
MIR24-2,0.017580794136310255,0.07178202002004731
RAP1GDS1,0.01876594943711743,0.0717802257824722
FAM117A,0.012912674393583365,0.07177956329112876
RP11-432B6.1,0.010250720151786817,0.07177800131565369
SELO,0.024793003536988732,0.07177469440255337
KIF16B,0.028694548609303747,0.07176994564256078
SSNA1,0.049383316409377154,0.07176910973654808
KRT17P1,0.0024556547123495615,0.07176694502885612
MRPL43,0.03230831466670915,0.07176574491557015
SHISA4,0.022312220659570416,0.07176201022214261
GNAI1,0.026488049577524028,0.07175006129399682
WIBG,0.03800758307155179,0.07174904248408118
MRPS25,0.042006255538385794,0.07173653386209101
TBPL1,0.023277821430821227,0.07173598257357534
IDH3A,0.031049596268574776,0.0717299798165431
KIAA0586,0.020418058394534828,0.07172865862752369
SETD8,0.022174503570669447,0.07172850734680222
HEATR1,0.03317033949755715,0.07171629388505792
C12orf49,0.019374461055693376,0.07171141363827246
PAPOLG,0.022162813797117008,0.07170995451980995
HMGCR,0.03449927502388374,0.07170916885076778
FAM227A,0.020511000507709366,0.07170867461414868
