gene,connectivity
TMOD3,0.1723627146209364
LSMD1,0.17235662187952966
FXYD3,0.17214284807869076
MORF4L2,0.17212828063867597
SLTM,0.17176479611730672
ROMO1,0.17176319295090936
ARHGAP29,0.17161796730768916
TMEM258,0.17161790877681943
HNRNPDL,0.17159006378425376
HSPH1,0.1715378400665169
DAP,0.17136149834727527
SYNCRIP,0.1710815288273353
TCOF1,0.17106861261021597
ZNHIT1,0.17101071295812775
TALDO1,0.17094623564377195
NDC80,0.17070549136922927
CAPNS1,0.17066916821361156
ANXA11,0.17062594313592347
FTL,0.17056137351743386
IGFBP6,0.17041071048000084
LPP,0.17028224267658126
ARHGDIB,0.17011380422528627
RBBP7,0.17000191593397077
CLTB,0.16993044297521734
PPP1R14B,0.16983241401992633
HDAC2,0.16970449118773034
SRSF2,0.16957479221005572
SNRPE,0.16952388064542
NCAPG,0.1694636229023003
CLDN7,0.1691502587354402
PABPC4,0.16907867290874795
MRFAP1,0.16901356022346595
TRIM16L,0.1690024511089623
EIF2AK1,0.16898706168402303
BCLAF1,0.16857580436402483
LAMB1,0.16847146655490494
GLTSCR2,0.16830366667560134
MORF4L1,0.1682603767662126
S100A6,0.16820161704057582
NDUFB9,0.16818852729735773
GSTP1,0.1679054563504186
CCDC34,0.1677953668652871
MRPL51,0.16773493185811592
LGALS3BP,0.16720186409943774
RPS27A,0.1671743663616686
SKP1,0.1670844162264136
RSF1,0.16679401465778365
GADD45A,0.16677816257762065
COX6A1,0.16676187681390023
UBE2I,0.16647439214504145
NGFRAP1,0.16643355155704298
STRA13,0.16630949338304193
CCNI,0.16619588605892407
HNRNPA3,0.16610568312055637
ATOX1,0.16599239685517603
KLK6,0.16597879737271168
TPD52L1,0.16595490604010996
STIP1,0.1659376219289794
SYNE2,0.16575406391469902
SOD1,0.16569406794983055
GPC1,0.16567054449661017
MAP1B,0.1656312515831253
SUB1,0.16531104647651323
SNRPD3,0.16518522017995652
UBXN1,0.165043271049847
QPRT,0.1649915817479225
KLK7,0.16476221857712756
PNN,0.164761586974544
POMP,0.164660664458894
SON,0.16444912761510594
NEDD9,0.16444162267718002
ATP1A1,0.16438937859823718
CCNB1,0.1642867464301215
SEC61G,0.16425037768971426
PPP2R5C,0.16404009268528583
PTRF,0.16369161643923585
ZKSCAN1,0.16362950142997207
LAPTM4A,0.1635912510507533
ACTN1,0.16352704412510896
PGD,0.16330856024043888
SNRPF,0.16324075430449297
CCT4,0.16299282975702525
NDUFC2,0.16279389248827864
DIO2,0.16278649330706438
EIF3D,0.16268607623556047
NUDC,0.16259548732571502
ALDH3A2,0.1623314069615668
RPS8,0.16218237549492
WDR34,0.16216705063830258
SLC7A5,0.1619922605037365
TSPO,0.16188189490646995
ENY2,0.16167839962474997
TGFBI,0.1615269901313237
SMARCA1,0.16150013746897596
FADS2,0.16143249330838305
NAMPT,0.1613883508823908
YWHAG,0.16131022258488845
IGF2BP3,0.16120651992383578
DIAPH3,0.16114232959105482
HNRNPUL1,0.16097038429177268
GNB2,0.16091690283904345
CITED2,0.16079599325710378
DSP,0.16071398776052437
LINC00657,0.16070402460710925
SMARCC1,0.1606459639698044
CDC37,0.16027467263790315
SF1,0.1601679334625916
MYOF,0.1600462766345223
PGRMC1,0.160002779162392
TRA2B,0.15996826077950074
CTD-2192J16.15,0.15983723670264477
ELF3,0.15981051365304852
PDAP1,0.15979594391353433
ATP5G2,0.15977086253428768
BRIX1,0.15974577566460635
WBP5,0.15945466159558636
MRPS34,0.15944498218216108
TUFM,0.15935086964912595
CIR1,0.15929874759559967
PCBP2,0.15927529869883503
RAD23A,0.15921268959097276
CCAR1,0.15919817873687667
ATP5J2,0.15917441737157484
HMGN1,0.15914459189211405
RPS12,0.159123442596031
DYNLRB1,0.15907454097619436
BRI3,0.15890607758495454
RPL29,0.15882558892731113
HNRNPC,0.15880066334674506
PPP1CA,0.15868119582442666
ENAH,0.1584695791566072
SVIP,0.1580982430705726
PALLD,0.1580421153499025
TMEM123,0.1577340723461719
PSMC3,0.15767611051643082
PEBP1,0.1576201149916503
HTATSF1,0.15760583564750522
KDELR2,0.157353162319785
EIF3E,0.1570974286116361
RPSA,0.15701592843764337
CLU,0.15692673646860753
NONO,0.1568555427724046
MINOS1,0.15662716524605846
EIF3L,0.1565004370797661
HNRNPF,0.15649660751172914
RSL1D1,0.1563409980181364
GPX2,0.1563111715256803
AC016739.2,0.15616285956935116
PPDPF,0.15599562532637576
RRBP1,0.15593153341622032
GPX1,0.1559146735880506
C4orf48,0.1558801132874129
UBE2K,0.15561642381789975
RPL35A,0.15538766852533792
LSM3,0.1553740848050808
CMAS,0.15525233893472268
ACIN1,0.15522451821352493
FKBP1A,0.1552198331101584
SERPINE2,0.15509790507285146
NDUFB2,0.1550876469453284
TTC3,0.15496730281737772
LSM5,0.15415261101349936
PPP4C,0.15413563742595493
MT-ND4L,0.15411676856468196
MLEC,0.1539380640541105
HSPA9,0.15342333655548615
THBS1,0.1533121358043559
CST3,0.1533090096602709
ATP5H,0.1532824839320335
DNTTIP2,0.1532799003685031
PSMB1,0.15290380397432926
ENSA,0.15285046152481815
TGFB2,0.15270166629881052
RPL36AL,0.15259197672397243
CCND1,0.15258209446836377
RBM39,0.15244472942572723
RP3-417G15.1,0.15243253020669714
TBCA,0.1523834984372215
DDX27,0.1523387612006358
GPI,0.15221673094197086
EIF3K,0.15217614074615618
HJURP,0.15211463815334458
GDE1,0.15209032020789276
C14orf2,0.15208891295479074
CMBL,0.15202144949230348
SCAF11,0.15195604935946877
U2AF1,0.15191800917677942
KIF23,0.1518172431283869
TRMT112,0.1517061046359492
CAPZB,0.1515862767506748
SRSF3,0.15155236912292336
EEF1B2,0.15154855612748988
RBMX,0.15124560666683984
SREK1,0.15123706318584937
HIST1H1C,0.15118280077450622
UBE2H,0.15117942354940056
MT-CO2,0.1510786048252513
SH3BGRL3,0.15101114397629195
TRIM29,0.15099492717729304
KDELR1,0.15096861756147778
NDUFAB1,0.150950040807536
METAP2,0.15094134181150362
PRPF38B,0.15086619741328308
MARCH6,0.15068296858196273
LASP1,0.15048898723075213
BLVRB,0.1504384560661199
VCL,0.1502841307669574
SMC3,0.1501053176227676
DNAJA1,0.1499677573151527
DHCR24,0.14993393765591506
TMED9,0.14985226914235963
TES,0.14967533010029616
PCNP,0.14938949160961615
ADAM9,0.14915121014956145
DLGAP5,0.1491106065214288
PHACTR2,0.14903854408043732
ARPC3,0.14892494388780653
KIF22,0.14859069965876015
EPRS,0.14857306772555565
HSPB1,0.1485303594173014
SNRPC,0.14838911057085832
ZMAT2,0.14833157286199886
NHP2L1,0.14825209256015937
RANBP1,0.14794336511600917
ERBB2IP,0.14790466575700356
SRP9,0.14786929183878272
NDUFA10,0.1478337438474457
ERGIC3,0.14782977183200646
GALNT1,0.1478030045651644
FAM120A,0.14777836389966273
NEDD8,0.14776150313953734
LBR,0.14774863131187305
TMED4,0.1476503123360212
EBNA1BP2,0.14746041033723417
CUL3,0.14743239688354637
NARS,0.1473895770445071
NHP2,0.14731678790093117
CCNA2,0.14731559673999137
TUBA4A,0.14725568803453998
RP11-466H18.1,0.14723411617758808
TOMM20,0.14705095981595306
S100A16,0.14699727051684355
MYADM,0.14687333185603066
REXO2,0.1468609253781576
RP11-864N7.2,0.14637580400498687
SPDL1,0.14618427550039026
CKAP2,0.14617743077203582
NDUFV1,0.14612612823172544
RRM2,0.14610578635369412
FKBP2,0.1457793629145152
BBX,0.1457593106315867
SERINC3,0.14561074044248995
RPL30P4,0.14556581596384885
STUB1,0.14548706364096792
UQCR10,0.14547913456190045
C7orf73,0.14527373130349056
RBBP6,0.14523818363631202
GOLPH3,0.14517091813337066
ZNF106,0.14510172443435274
CST6,0.14508580559779802
MRPS35,0.14502156939658886
ERH,0.14501209448665928
MZT2A,0.14494451722427748
TMEM30A,0.14491808037624967
RAD23B,0.14486054313336807
LY6E,0.14480054190092392
FDFT1,0.14463361372435524
MZT2B,0.1446261408376013
ST13,0.1445182412558879
EDF1,0.14449951822542156
RBX1,0.14449097972836808
TFAM,0.14421762802583032
CENPE,0.14414545859227287
AHSA1,0.14408320046702994
DYNC1I2,0.14397860357422637
GLUL,0.14356177279448362
CSNK2A1,0.14355018685295176
C6orf62,0.14352896819707894
RP11-123J14.2,0.14337089719576224
SPP1,0.14329629808279384
RAI14,0.14323873332695924
WBP11,0.14287213412861205
COMMD6,0.142773387688994
NCKAP1,0.1427594657903784
TMEM59,0.1427484205756197
EMP2,0.14271668964182738
PSMA3,0.14251506342764697
PSMD1,0.14249150089306706
CTNND1,0.14243583230239693
PRPF6,0.14236996645509264
MCM7,0.14221981149559357
ARGLU1,0.14220536358902683
CLSPN,0.1419975239958267
OLA1,0.14199578859301995
MT2A,0.14196504933099857
C1QBP,0.1419391226071553
FAM111A,0.14172949086315043
OPN3,0.14162265152286138
RPL3P4,0.14158739981239624
LARP1,0.14139540644424614
YWHAH,0.14139169805070967
LAMP1,0.14129915970227575
SSB,0.14125326820816983
RCN1,0.1412328279480328
PDCD5,0.1410032641231244
SNRPD1,0.1408784503761722
SEPW1,0.14046005342462126
ATXN10,0.14040396061177
AHCYL1,0.1403995542644563
PRR11,0.14038760211498538
CD46,0.1403852763992844
OST4,0.14027071396239674
CDV3,0.14026019988134553
RTF1,0.14021359616035836
DDX18,0.14018664007118817
XPO1,0.14001831215794275
GNG5,0.1399184738309265
RP11-234A1.1,0.13960362463318354
SRSF5,0.13954183631491127
NPEPPS,0.1395216215070132
CALM1,0.13951196466312368
ATAD2,0.13951146987568838
TBL1XR1,0.13935963010236893
CHMP2A,0.13934430700836337
