gene,connectivity
CPNE2,0.02456688130797374
SOWAHC,0.024565857220352465
RTKN,0.02456460117706225
PINX1,0.024559253387350682
ZNF512B,0.024549535431985868
SERBP1P1,0.024539478381501827
DNAJC3,0.02453743361498854
FERMT2,0.024534220647074428
KLF4,0.02453181327888546
TADA2A,0.0245235026956496
LINC01021,0.02451851106496347
RPL7AP11,0.024515991051694636
CABYR,0.024512314861279454
C3orf14,0.024504455557329812
SLCO1B3,0.02450302330350325
GTF2A1,0.024500165208110512
AASDH,0.02449402267798366
B3GNT5,0.02449088928085213
ZFP62,0.02449006624241251
MINPP1,0.024473975460031744
CYB561D2,0.0244731067962828
BLOC1S4,0.02447022654668236
CTD-2090I13.2,0.02446547381574811
NUDT2,0.024464037119937058
SPOPL,0.02446197393716881
DNAH5,0.024460582659003038
HMG20A,0.02445869339740171
LEPROTL1,0.02443937690869065
KITLG,0.024438098042615816
HSPA13,0.02439168868504115
MAK16,0.02438526124997985
MARCH5,0.024376091454241407
METTL23,0.024367815920643705
GPN2,0.024361790513036042
LMF2,0.02435976267873957
SLC25A23,0.02435378839194086
ST3GAL4,0.024352977311911023
SLC37A3,0.02434921749873197
SCRN2,0.024337273569718095
EPHA1,0.024336911912660547
RP11-392P7.6,0.024329636306745676
ASB8,0.024329389118159572
ZFYVE19,0.024316374017501835
ANKS1A,0.02431469208312067
FAM160B1,0.024312203176405704
CGN,0.024309274611993358
CASC3,0.02430658074846728
FRMD8,0.024306026852754896
DIP2A,0.024301184107056287
TNFAIP8L1,0.02429888115842516
PARVA,0.024290481841864026
FAM115A,0.024276732912199745
PTCD1,0.024258534233437195
UBE3B,0.024255048977445372
LZTS2,0.024251196552435204
SEPP1,0.024248031001565896
WDR11,0.024244779210606048
ZBTB11,0.024242600612215733
RPL10AP2,0.024236064786654927
ARMC8,0.024235651489628324
RIOK2,0.02423530913266416
NDUFAF6,0.02423476674457864
LCLAT1,0.02421715388607606
PLEKHF2,0.02420897906447332
ZER1,0.024206460656802077
BNIP1,0.024204180272641755
AC104843.3,0.02419591818908945
UAP1,0.02418971369657121
RP4-575N6.2,0.024182246371161606
ZSCAN29,0.02417944796145327
GTF3C3,0.024175567581570936
LRRC20,0.024175025178290482
PAPOLG,0.024165835039073477
HDAC5,0.0241656750339298
DENND1A,0.02416293589964276
LSS,0.024158399762303388
NME1-NME2,0.02415358600346593
PARP6,0.02414653493302927
SLC25A40,0.02414100266927201
BARX2,0.024129428399978732
POLR3E,0.024120907919047075
PRMT3,0.02411770545082948
PEX6,0.024110246158472782
OSBPL7,0.0241025403233145
ANKRD52,0.02410239491290093
ZNF121,0.024085750705850603
CCPG1,0.024076112612504523
AC108488.3,0.02405766321233468
SBK1,0.0240572670197341
RP3-340B19.2,0.02405547787246049
KIAA1841,0.02405177866172661
PET112,0.02404869986504296
INTS2,0.024045370093703188
CAPN7,0.02404362268183687
GLCE,0.024043173205682326
IFT52,0.024036251145264958
MTFMT,0.02403575935123082
TEAD2,0.02403337047527146
SAP30L,0.02402422188659009
DDX19A,0.024011540228537683
GBP2,0.02400255752290535
FOXA1,0.0240018535823258
GBE1,0.024001103104741132
DIS3L,0.02398241677509531
RFNG,0.023976402277447267
DIEXF,0.02396518988553802
RP11-118F2.2,0.023961990453773903
SIPA1L3,0.023956502599731585
SLC2A10,0.023953042772454847
ZNF771,0.023947161164598187
PTN,0.023946711121166264
MTMR2,0.023944798504957773
RP11-254B13.3,0.023938725770208644
PREP,0.023922095233530193
WDR89,0.023917221115366444
NPRL2,0.023908183474997773
CRYBB2,0.023905329684835157
DDX59,0.023905239589031176
ZCWPW1,0.023893044224448306
HIBCH,0.023889496679374105
COPS7B,0.023887063819157842
MPDZ,0.023882724223170938
JRKL,0.02388234548954474
SLC12A9,0.023871437155779003
RRAGA,0.02386562495836184
NIP7,0.023856742974854423
RPL21P116,0.02384176555030772
DENND1B,0.023832114951534387
ZNF205,0.023821507203870693
RGL1,0.023818928492587897
TGFBR1,0.02381747763003726
SLC39A13,0.023814633985022798
LINC00470,0.02381389641299854
HECTD4,0.023812928247784044
TCAIM,0.02380853000949792
EHD4,0.023807391453405206
ACTR1A,0.023807344521331916
RBBP5,0.023806456000342164
DCDC2,0.023805189378848294
NDUFV3,0.023798767175907832
CRKL,0.023788662061328226
PICK1,0.023786954576672542
ZNHIT2,0.023786418053829937
SETD8,0.0237848874077677
FAM207A,0.0237811456664252
RPS18P9,0.02377650654038388
C1orf85,0.023776177228266977
RP11-11N9.4,0.023771016260217763
E2F8,0.02376751107101048
BLOC1S5,0.023747587441020398
REPS1,0.02374646188165767
C4orf33,0.023743817994255827
FZD7,0.023740161871277986
HACL1,0.023738018089536905
ZNF12,0.023735537066458035
GABPB2,0.023725182909510884
ESCO1,0.02372226144366326
GAPDHP68,0.02371708956565442
YIPF1,0.023715814721171017
SLC35F6,0.02371400637763605
EXOSC1,0.023710169308368726
MIOS,0.02370274194055962
ZBTB21,0.02369772710341689
TRIM13,0.023692628640977806
LGR4,0.023679282336434404
ADCY6,0.023678784798716785
STRN3,0.023676801353875346
ZNF48,0.023672969506598914
EPB41L5,0.023670194426172853
AC004386.4,0.023667572302975514
PKNOX1,0.023665189722782087
C16orf70,0.02366256757932484
C17orf80,0.023662450021217665
WLS,0.023660249040695698
CYTH2,0.023659077248226454
TMEM201,0.023652922779949726
CTD-2349P21.1,0.023645480153898574
AC008440.5,0.023643026940073794
EDC3,0.023642617264505474
HEATR5A,0.02364060585086318
FZR1,0.02363611067398967
AC096664.1,0.02363332045434852
IL32,0.023632759272667277
OCEL1,0.023630834358695573
PDE5A,0.023630796242214074
STK16,0.023620229728524983
AP2A2,0.023614261707102336
E2F1,0.023611955147142885
TMEM254,0.02360850944355343
ISYNA1,0.02360672401903763
HRAS,0.023597197780635064
SUB1P3,0.023593409360468102
CDH2,0.023587880431997946
MLH1,0.023571960405173713
PDE7A,0.02355809771106974
RFWD3,0.023547801373363108
SOX13,0.023546664838196063
CREB3L4,0.023545138066840932
TMEM120B,0.023543746094773367
RIPK4,0.02354286398351152
C2orf76,0.023538856138427756
KIF3C,0.023534401542146866
NKRF,0.023526634967789044
AC009413.2,0.023519036388575505
ZXDC,0.02350588662538457
ENOPH1,0.023502720326164968
WSB2,0.023493103586760287
MTMR6,0.02348687330084865
BNIP3,0.02347624570354161
CTC-479C5.11,0.023467229965398052
ANKRA2,0.023437358023640577
ING1,0.023426758501498897
RDH10,0.023422361402832513
TERF1,0.02342084132231149
ST20,0.02341175085423675
TTC3P1,0.023409187155544638
CRELD2,0.023408922844805093
TNIK,0.023406285065765045
CLN8,0.02339170191925776
CTH,0.023385401929137985
NSMF,0.023379185994837577
RHOG,0.023374652311479373
MTFR1L,0.023366513390430863
UBTD1,0.023361074233606186
RGS20,0.02335521703387182
C2CD2,0.02335301457944166
PPP2R3C,0.023352398019838624
FAM193A,0.02335133331110492
FAHD2B,0.0233426768836685
VSIG2,0.023337321378731308
LRRC8B,0.02333013743243195
AGTPBP1,0.023326746810463154
KIAA0895,0.023322138778313253
C19orf12,0.02331504539759446
SRBD1,0.023314871638506793
MED17,0.023311339313687313
LGALS8,0.023305881841907204
OAF,0.02330415451267315
TUBGCP4,0.0233033846058382
PHF12,0.02330304649838941
SDCCAG8,0.023297884183056415
BMI1,0.02329668421918725
EDEM3,0.023292641263685607
PSMG4,0.023286118515894415
FN3KRP,0.023279009103258398
BRE,0.023277532701829435
C1orf198,0.023274654994847255
EIF5A2,0.02327153176818876
HTRA3,0.023249549465792104
PMS2P1,0.02322826270624377
CBL,0.023225300089993663
PIP4K2A,0.023221380659141644
APOLD1,0.023220390056080755
GM2A,0.02321255326088718
PPIL2,0.02320787832292872
TARBP1,0.02319840042466294
ARHGEF3,0.02319836182954115
GDAP2,0.02319731532939837
LARP6,0.02319616906947623
MSANTD4,0.023194855366492254
TUBD1,0.023188845234854056
AIM1L,0.023185312069248457
AAAS,0.023182210561209678
RP11-567G24.1,0.023180518352523456
WDR59,0.02317927730156401
COG2,0.023177143143278494
CCAR2,0.023166772147816594
CHTF18,0.023162664436588962
KLHL12,0.02316234844789304
GDPD3,0.023160510712298788
ERCC6L2,0.02315620237228256
POLRMT,0.023154327097614148
USE1,0.0231352696849893
RPS7P4,0.02313194263354197
BMP2K,0.02312670465505585
PMS2,0.02312413283467374
TRAPPC9,0.02311652018242268
LINC00909,0.023114390924502036
MPC1,0.02310765794472659
PLCE1,0.023103687994531594
IFIT3,0.023103464668316552
RAD54B,0.023102437463202175
SLC25A19,0.023097164159036673
CADPS2,0.023095123712948435
HIST1H2BC,0.023085786980645822
RAI1,0.02308493712568753
B4GALT3,0.023081874595176275
RP3-445O10.1,0.02308078813236802
C12orf45,0.02307106057127506
SRC,0.02306340843499882
RP11-841O20.2,0.023058342496040805
ATG9A,0.023057138930973272
TSPAN4,0.02302486673858521
RP11-838N2.3,0.023022360304518673
EIF5AP2,0.02301819165149244
CRTC2,0.02301204602666488
VPS72,0.023010327449710412
RP11-43F13.1,0.02300513014805147
MAU2,0.023004843214593885
NXT1,0.022989274651561767
SNRPGP2,0.02297708289577473
RP1-102E24.1,0.02297663926080447
IQSEC1,0.022968792245754332
SAMD4A,0.022966166723957685
JMJD6,0.02295268825897953
MT-TS2,0.02295123898683155
KLK10,0.022948326463200136
ORC3,0.02293898311097309
MFSD5,0.0229327028742621
AC026271.5,0.022930469685553855
OXR1,0.022928459528025764
LRRN1,0.022922996348017012
KRT18P8,0.02292283808775778
AC019129.1,0.02291861494824564
HAGH,0.022915307531180144
TMEM68,0.02290998204762558
CCDC24,0.022890513776760373
TIFA,0.02287231931712334
EPC2,0.02287118760381403
THAP9-AS1,0.02286384070328836
OSER1-AS1,0.02285509601610198
RP11-392P7.1,0.022852614714449396
PRIM2,0.022848603004788477
PHEX,0.022842965275555707
TSPAN5,0.02283780317295173
RP11-440K22.1,0.022833908459185582
TMEM138,0.02283156314202509
C12orf4,0.02282414512416281
DUSP6,0.022817496121699594
CASD1,0.022813190486380877
TDRD3,0.022807501575559438
NXT2,0.022791717386342975
IQCB1,0.022781012771001564
RPL37P25,0.022777124910148775
ZBTB38,0.022771821975870087
TRMT61B,0.022769023079923997
MCF2L,0.02276318865738946
MIR503HG,0.0227615363050042
SPIRE2,0.022754471695885053
TBL3,0.022751937758995512
RP11-289K10.1,0.022751589004965884
ZBTB18,0.022749567988127935
DOK4,0.022746372448798347
COQ7,0.022742696845920455
TVP23B,0.02273941136780116
SNX25,0.022731426032038468
ANKRD36C,0.022728314229434724
PRKCZ,0.022725475332835837
MCM3AP,0.022720545206160712
CCDC88A,0.022719420690183165
STAG3L5P-PVRIG2P-PILRB,0.02271832603730773
ATP5LP3,0.02271721483208872
ALG1,0.022712174390222977
MITF,0.022711266391865662
MTFR2,0.022701369660553843
BRAP,0.022696225194198432
CHPF2,0.022694527120269294
THADA,0.022686747934119705
VRK1,0.022684516730882294
RP11-473I1.10,0.022677184751777726
UTS2,0.022672537615475892
ARNT,0.02266905589610399
STARD3,0.02266889369402671
HMGXB3,0.02266826937994448
POLE2,0.022656238771453348
RP11-173A6.2,0.022655691194299287
ITGB8,0.022648872737978526
USP15,0.02264320303861338
UBAC1,0.022641175467695694
TMEM55B,0.022638336376095206
RAB27A,0.022635161329660994
NFYA,0.022634526389257833
TM2D3,0.02263175848590363
CYLD,0.02262313909104371
DHX34,0.022617338127744677
CRISPLD2,0.02260861491605913
NBEAL2,0.022600291396873
GMEB1,0.022599393731067976
PYROXD1,0.022597834366588347
CBWD1,0.022594002767495767
LSM10,0.02257590886283942
C16orf52,0.02256935138956857
SNRPFP1,0.022567920964198563
PLK1S1,0.022557401429433792
RCE1,0.022556885729976286
PRDM4,0.022551311115417087
CSTF2T,0.022549861612812666
RPS23P7,0.022548781354600762
PALB2,0.022547307137442966
ABI3BP,0.022543848913231322
SLC25A16,0.022535697043570103
BLZF1,0.022533725265902294
CDC42EP2,0.022533700006863926
RNF8,0.02252838876095862
NUMB,0.022526477486968934
RPL7P41,0.022520699852952172
TBC1D24,0.02251601661856202
DEDD2,0.02251155278376379
EMC9,0.022511262125015908
NRP2,0.022499732333814748
NEFH,0.02249094764344308
SORBS3,0.02249081642509398
NFIX,0.02248969613330693
SIK3,0.022488123475796182
HSP90B2P,0.022487713716655748
ANKRD22,0.022485709044497326
TMEM30B,0.022480410987791116
PPP1R26,0.02247117974375641
RP11-713C19.2,0.022454573103637618
GPR78,0.02245413826020051
TAF5,0.02245186648650043
FOSB,0.02244897497745698
GCDH,0.022445665096280366
FANCA,0.022437393746353347
EXTL3,0.02243366039641085
SSBP3,0.02243365953663107
ATG9B,0.022432153739344093
UCKL1,0.0224298300141789
SFRP1,0.022423819335523225
PPIAP2,0.022422307353899804
MED14,0.022413358538025986
ZNF611,0.022412913440543726
CTD-2201E18.3,0.02240775698792116
BBS7,0.022406239447485907
SENP7,0.02240542383683449
TMEM186,0.022402123449956537
SNX32,0.022396898759436557
SMCO4,0.022390650708119453
ABI2,0.022385572775296823
TRIM14,0.022385106635369224
WASF1,0.02238378931599195
UBL5P2,0.02237658095650532
CD27-AS1,0.02237432892735032
FBXL5,0.02237148151146077
B9D2,0.022371274001901448
CSF1,0.022368361954377834
SGK1,0.022365486354425923
ECSIT,0.022353826575664985
DENND3,0.022350789646078013
ELMO3,0.022343170371370038
RP11-553L6.5,0.022339204312343326
MFGE8,0.022335164476867276
TRIAP1,0.022322383271764525
SIRPA,0.022320555405277203
FAM8A1,0.02231989636824781
GNAI1,0.02231932477550714
MYO1D,0.02230472091831049
ZNF7,0.022304630933935993
SLC30A6,0.022282159040770022
COX17P1,0.022281035233889204
CD68,0.022271979450774308
C4orf29,0.022269499192506904
MESDC1,0.022269237611789755
C19orf52,0.022266942372053032
HBEGF,0.022264378095953583
SOGA2,0.022247807508338317
TMEM70,0.022247546287234507
RP11-680H20.1,0.022237981909558044
CCDC132,0.02223015593821949
MYL6P3,0.022229372138153687
ERCC6,0.022218981759026292
TTC26,0.02221414633221889
TMEM44-AS1,0.022211811847777128
URB1,0.02220868438806443
IGSF9,0.02220309233479075
VPS54,0.02219764539309702
GYS1,0.022192451441920103
KCTD18,0.022190772579447255
INTS4,0.022188909944427977
NUAK1,0.02218680180239483
SH3RF2,0.02218518190891219
EID3,0.02218518171644308
PIGU,0.022178088887806736
CYB5R1,0.022176297782919668
SOGA1,0.022172636321456475
ZZEF1,0.022165974350120646
TOM1L2,0.022147953793923113
TOM1L1,0.022137682284731834
LPCAT4,0.02213612768133022
GBP1,0.022133034702712058
ZNF865,0.02212786324889501
HDDC3,0.022122900185943217
ADAT1,0.02211631844130444
AL121657.4,0.02210679141276552
MACROD1,0.022102648094752302
LEMD3,0.022098670021601065
GCAT,0.022098021390566124
C18orf25,0.022094227809187995
HIPK1,0.022082045213411165
RRM2B,0.02207980786635712
GLIS3,0.02207736401260912
RPS11P7,0.022068820564541018
RPP25L,0.022066479714689897
HSD17B14,0.022066156933860336
EEF1DP1,0.022060530137379585
ARHGEF7,0.022053697207888155
SIAH2,0.022049664782472892
USP19,0.02204659838738448
ALS2,0.022028442044228942
ZSCAN18,0.022023373552522717
KAT7,0.022007322282024504
OMA1,0.022007295290764135
NFKB2,0.022002776809933233
HMGN4,0.02199608178962501
ARFIP2,0.021987722625665968
ANKS3,0.021981547046566723
CHAC2,0.021975836690634305
BDH2,0.021968472838898162
RP11-306I1.1,0.021965438952095892
RP11-346D6.6,0.02196489814934805
GNA13,0.021956606894062945
POLE,0.02195642811051848
TTC33,0.02195438031514918
LFNG,0.0219510776161094
TGIF2,0.021942065057504914
COL17A1,0.0219382639799614
MOB2,0.02193717713221492
C21orf91,0.021929452151445043
TRMT2B,0.02191028126561666
GEMIN5,0.021901822177266522
PDZD8,0.02190045582891564
GTF2E1,0.021900195646132034
RPS20P14,0.021899239272183096
MTFR1,0.021896729638317586
KRT18P20,0.021895476035079853
ZNF785,0.021895270812357467
NAGPA,0.02189428483362023
SGK223,0.021891286124346775
MAN1A1,0.021891102762063453
RPS6KA1,0.021881982998163987
DENND6A,0.021878783933610677
GAPDHP69,0.02187457770858793
ERICH1,0.0218724166122243
SYVN1,0.021871628838684348
MTMR14,0.02185489114736068
LUCAT1,0.021847079045194336
B4GALT4,0.02184289839703724
NARS2,0.021839343426707323
NGDN,0.021834880417500282
SLC35D2,0.021826955856391963
CNST,0.021824512764922945
BTBD3,0.021823555069015108
KRT19P1,0.021817705973243326
SNRPN,0.02181735075630354
TFAP4,0.02181140552727565
KLHL23,0.021808311019034552
CTA-293F17.1,0.021806908886623903
FJX1,0.021805304165278705
ATL2,0.021793017919820478
GMPR2,0.02177076402831288
CENPBD1,0.021767308264413632
C8orf76,0.021765316792850507
C7orf49,0.021750417637387397
TMEM17,0.021748652341088658
HINT3,0.021745797841829315
LMBR1L,0.021744357570144774
TRIM47,0.021744147003872064
DHX37,0.02174291105840905
TPP1,0.021741390076322187
C17orf70,0.02173844104433935
LINC00665,0.021734076999710337
PRR14,0.021732893598314696
NFU1,0.021728887525972747
HSDL1,0.021728281486326138
SLFN5,0.021723672960341018
PUS7,0.021722900305756253
PIK3R4,0.021717077089482468
AC093673.5,0.02170104405290006
SLC7A6OS,0.02169853007201837
RPL3P12,0.0216964704246038
RP11-179H18.5,0.021691282004381345
RP6-109B7.3,0.02168603929267458
SIK2,0.02167389891854279
RGS12,0.021665918409702813
NMT2,0.02166089501908083
WRN,0.021659961637593223
FAM102B,0.021654345799189373
RP11-214N15.5,0.02164708221752898
PDZK1IP1,0.02164668698727396
MTPAP,0.021643416562265153
SETD4,0.021643318413148357
SLC9A2,0.021638459191080827
LMLN,0.021634232751736423
RP11-3L10.3,0.021629632177764587
PEX16,0.02162577011790266
MTRNR2L11,0.02161400178909545
RP11-50D9.1,0.021607719133858127
BHLHE41,0.021606729974315574
ADAM12,0.02160294616327733
CAAP1,0.021584097703730144
CHRDL1,0.021575895683202995
RPP40,0.02156987174443855
RP11-73M18.8,0.02154908012940639
FAM136BP,0.02154870216312415
RPA3-AS1,0.021542024128214994
RP3-522D1.1,0.021535008023844376
ACTR1B,0.021526351900306547
PASK,0.021504448940768525
TMSB4XP1,0.021499483317471053
SCO2,0.02149435047650321
IQCH-AS1,0.02149264171547342
TTLL5,0.02148710099067273
CAPS2,0.021486843112453483
POLR3B,0.02148671495588275
PYGO2,0.02148605792964907
SLC25A46,0.02148404323390193
DPAGT1,0.021483490563913885
PDE8A,0.021481208832469786
SLC9A1,0.02148076220789708
PTGS2,0.02147602963810223
C2CD5,0.021464728743324144
HABP4,0.021464550200366066
CSTA,0.021457626686300413
RP11-529H20.3,0.02145451482544944
RPL21P40,0.021450615543074383
PER1,0.021444780330403493
AC092610.12,0.021434989340608418
RP11-3P17.3,0.021430853716294673
ZNF212,0.021426503002684106
UBE2D4,0.021424349050469985
TEFM,0.021397615726568682
DRAM1,0.02139735256304634
ZNF280D,0.021393414085349772
HSPA4L,0.02137945640014192
CHID1,0.021370799884068408
RAD51,0.02136547313426969
IPMK,0.02135791193458355
NIF3L1,0.021354581985969595
WDR53,0.021352250283466236
UBXN10,0.021342622320073387
SRFBP1,0.02133930546948895
RPS10P16,0.021338687734811342
YBEY,0.021330112820576033
WDR24,0.02132514619061446
STK35,0.02132338029664848
ZNRF2,0.02131982484008081
BIRC2,0.02131710343827689
AC010733.5,0.02131616146405646
CALHM2,0.021313210041404664
PPP2R2C,0.021312023864401838
RP11-1348G14.1,0.02130723376407014
KAZN,0.02130287937328655
YRDC,0.02129630355213792
RFT1,0.021288963864138952
SNHG15,0.021287814198020037
LMTK2,0.02128109456952294
TSPAN10,0.02127467481803116
TCTN3,0.021272498660959573
TENM1,0.02127187284257929
SNAPC5,0.021269901366277585
C9orf9,0.021266694635882172
CSF2RA,0.021264722982306288
C12orf5,0.02125436494178832
RP13-585F24.1,0.021253702274436938
RAP1GDS1,0.021242037374984642
DGKH,0.0212400901194011
CLASP2,0.021232351326439997
IGHMBP2,0.021225578811989602
BCR,0.021221528180515904
CERS6,0.02122005883080063
RP1-228P16.1,0.021218356380731697
KIAA1407,0.021210052037547025
SLC16A5,0.021208711057131506
TMEM129,0.021206279182053197
RPL23P10,0.0211912519029417
SPPL2B,0.021190199277975948
ZNF766,0.021184777480092364
FAHD2A,0.02117999214083868
MAML1,0.021174645946594746
SLC25A14,0.021173522818420793
TATDN2,0.02116606689933852
EML3,0.02116266380233233
KLF16,0.021158091921453
PI4KB,0.02115606630561629
NEURL3,0.02115341187040065
RPL5P4,0.021149681477138253
FAM35A,0.021147984684648197
VIM,0.02114763790089447
ABCB8,0.021145926384517403
BMPR1A,0.02114559985560515
AC093323.3,0.021143855589089305
SYTL1,0.021143317951951845
VAMP2,0.02112510208772365
B9D1,0.02112128397666379
IRF6,0.021113651603926288
TFIP11,0.021095308183327083
PRCP,0.021083146262784784
AC097635.5,0.02106495991217531
TRAPPC8,0.0210474624692948
LIPG,0.021045688268767175
RP11-53I6.1,0.021032729728703268
ATPAF2,0.021029852224320154
ZNF260,0.021028681951343893
KRT18P17,0.021027954651092202
POGK,0.021024628941863674
GSAP,0.021023462809505792
IAH1,0.02102033198791487
KIFAP3,0.021010244068930865
RNF146,0.021003608574760278
SIAE,0.020999176517625312
KCTD9,0.02099902253220634
RPL9P3,0.020996050505229683
C22orf29,0.020982548057587272
RPL5P11,0.02098128383309358
CDC37L1,0.0209759250992338
PFKFB2,0.020972583992476368
TICRR,0.02096311880223691
CCDC174,0.020957437200176725
ILF3-AS1,0.020957014061900568
CARD11,0.02095312760784503
ERLIN2,0.020951288673117564
TTLL4,0.02094824391307675
TYSND1,0.02094728887121666
HIVEP1,0.020942758269896725
TOLLIP,0.020941180139678744
STK10,0.02093658651485482
ERI2,0.020933461799093205
SHISA4,0.02092933674538565
NIPAL1,0.020925488857328284
LYRM5,0.020916383417182677
FBXO30,0.020912990703378542
NIT1,0.020888572744898533
C11orf82,0.020887409198211214
ECHDC2,0.020887055951547332
ITGB1P1,0.020881094676673533
PWP2,0.02087544585514198
RP11-290D2.6,0.020867302801072556
C1orf109,0.020865878463804437
SEMA3A,0.0208611696715423
MAPKAPK3,0.02085077454653182
SPEG,0.020845123501475535
SERBP1P5,0.020843662230397957
ATP6V0A1,0.02084136782891486
MFAP3L,0.020841074680730973
SSH2,0.02083308746586196
TBC1D13,0.02081460130409186
GOLGA5,0.020812838368072226
C2ORF15,0.020807050639557078
GGCX,0.02080394379303295
SP110,0.02079343923413778
MON2,0.02078735888166382
CCDC107,0.020781389609191955
CCDC41,0.020771692817831915
RASSF2,0.020768818281525093
ARAP2,0.020767885469847355
EME1,0.02076307962250337
NCOA2,0.020761089157604346
FBXO44,0.020752388409090074
DCK,0.020748826645360277
CTD-2302E22.3,0.0207449637409135
AMPD2,0.020732205183853672
ACP2,0.02072821352896765
NES,0.02072753285182568
VLDLR,0.020717581939192795
FAM220A,0.020710915190317775
ZNF862,0.020705872109599215
AC140076.1,0.020702132708275908
UHRF1,0.02069387563651796
ATP11B,0.020690591057432015
COMMD5,0.020689458698338187
LINC00094,0.02068626236380727
CHRNA5,0.020676073302305288
UTP20,0.020674177795587795
GNPDA2,0.020672904845405647
ADCK2,0.020668944043824657
RP13-463N16.6,0.0206667126987679
GAS2L1,0.02066549326259615
LANCL1,0.020658211125393938
KCTD13,0.020649960339271967
CTSS,0.020649670974625608
RP11-30P6.3,0.020625351340004087
ABCA1,0.020621293073078147
RP11-96D1.11,0.020618282613058952
USP43,0.02061778503482152
FAM104B,0.02061268379297652
PJA1,0.020612373998746995
COX7A2P2,0.020609973959579184
NKIRAS1,0.020607280248002402
RPL30P7,0.020604532604554655
PLD1,0.020603852925213075
EEF1A1P24,0.020597047956925036
WWP2,0.02058981289108297
HSD17B7,0.020587825900757903
MMS19,0.020586728796433786
PSMC3IP,0.020576133813777396
ZFYVE27,0.020575869699305697
RPL15P3,0.02057019237715075
RPS7P3,0.02056952228074492
LPIN2,0.020558397971311447
TMEM144,0.020554798029054192
PTPRR,0.020553440974935392
RP11-438N16.1,0.02055329652686738
GPR39,0.020547808194184773
DGKE,0.020543942680008795
CCDC130,0.020542463352289594
TECPR2,0.02054187204665995
FAM69A,0.02053572772353138
NUBPL,0.02052610373108019
ATP6V0A2,0.020520379010874102
PIGF,0.020518696572527764
KATNA1,0.02050619955819776
FAM73A,0.02050616179373214
THRB,0.020504945966356228
SETDB1,0.020503212042522624
AC093142.2,0.020501662368609497
ZKSCAN8,0.020492860314231757
C7orf41,0.02047266435817664
LSM1,0.020471045034503872
MUL1,0.020469750684795535
TMEM63B,0.0204637721788713
YEATS2,0.020463503010819187
IBA57,0.02045416057028793
TUBB2A,0.020438149161155657
SCAPER,0.020418210308378364
BTN2A2,0.020415642861603557
NFX1,0.020415559897286644
RP11-793K1.1,0.020414606466089114
GMDS,0.020414218853558916
LRP12,0.020409759192301414
AKTIP,0.020392429043065926
ZCCHC2,0.020391261026536746
C1orf53,0.020390959589518632
PAX6,0.02037199846463168
KDM1B,0.020370695246149293
EXO1,0.020368185849071442
DBP,0.020367980094526512
ZNF318,0.0203650503752995
PDDC1,0.020361535798158067
SMEK1,0.020361344407886815
HRASLS2,0.020361202636658943
ERAL1,0.020348854737772898
SPRY1,0.020343440442385924
COG8,0.020341760356721222
HYI,0.020340056063000805
TAF1A,0.020335971184687742
FARS2,0.020335617031393045
ATXN1L,0.020331853910784264
DOLK,0.020327906181907912
C4BPB,0.020326551503263145
CENPI,0.02032534930067432
RP11-274B21.1,0.020321785674299375
FRS2,0.02030965781192606
APBB2,0.02030097431345589
MFSD8,0.02029993978691782
TYMP,0.020296033418640485
GNB4,0.020295606780465488
RRP8,0.020290758037834568
REEP6,0.020281893614601067
CIC,0.020280838909196172
IGSF8,0.02027731215078599
SETP14,0.020276563400358348
CYB5D1,0.020274236504517793
POLR3F,0.020269650467028836
RAC3,0.020267332044894157
C4orf19,0.02026562969105978
RP11-33A14.3,0.020264607685143893
DMPK,0.020263524398075976
RPL3P13,0.02025721879342962
KIF13B,0.020242461708028004
MTRR,0.020238268008692422
RPL21P71,0.02023188907584716
ZNF552,0.0202295013698974
C14orf142,0.020221473564305814
SLC18B1,0.020219255887088446
TRIQK,0.020211488758115684
GABPA,0.020207939100946235
RP4-591B8.2,0.020203314698791924
P2RY6,0.02019013502438161
HTR1D,0.02019010292255984
POFUT2,0.02018952659913101
FAM92A1,0.020183322402913907
VDR,0.020168898803169917
DAB2IP,0.020167233598406505
COQ3,0.020161623724012614
LINC00667,0.020154069235420485
HELZ2,0.020151544582633078
ST5,0.0201511814592648
ARL8A,0.02015015395784929
PDGFD,0.020143115078811336
BCL3,0.020142178392426487
DPH2,0.020137757376940537
RP11-555K12.1,0.020136970360614587
C19orf40,0.02012825816778566
TYK2,0.0201225561158824
Z97634.3,0.020119136395622968
TPRN,0.020116749424094818
DNM1,0.02011159621558977
PCLO,0.0201012351322871
CDKN2C,0.02009994167148216
TPM2,0.020083122593581797
MBD1,0.02008223372564115
FIGN,0.02007167195783514
SNX30,0.020068531034148362
C11orf74,0.020055781550994137
KRT18P21,0.02005397518026756
KDM3A,0.020051990780678028
PRKACB,0.020046274174564473
ZNF789,0.020039872692443336
MYLPF,0.02003862676897639
POLD1,0.020023184779709817
EYA4,0.020021503577217773
CTPS2,0.020017869962995996
RHBDD3,0.020015104184399488
FASTKD3,0.020010260929670728
PLEKHF1,0.020009711131524423
AHDC1,0.019992933117921947
ISCA1,0.019991572437279895
DOCK1,0.01998109871396234
PLAGL2,0.019977190446318776
FUZ,0.01997464291503201
ALKBH2,0.019974454082573943
STRIP1,0.019958685640369768
C12orf73,0.01995547407545418
TRAPPC6B,0.019955239572101997
AUH,0.019946103088714733
TPGS1,0.019938167830375813
